ID,Title,Gender,Province,WorkType,SalaryShown,MinSalary,MaxSalary,MainCategory,Industry,ExperienceYears,RelatedExperience,IsRemote,IsInternship,DisabilitySupport,CompanyProvince,CompanyCity,OwnershipType,CompanySize,ActivityType,CompanyIndustry,AvgSalary
74048,Python Developer,تفاوتی ندارد,Tehran,Full Time Or Part Time,True,8.0,10.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,False,False,,Tehran,Tehran,Privately held,Less than 10 employees,Iranian company dealing with Iranian and foreign customers,"IT / Software / Hardware,Finance / Investment",9.0
74061,Senior Front-End Developer,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Automotive,2,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing with Iranian and foreign customers,Automotive,13.5
74124,برنامه نویس Angular) Front-End),تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Pharmaceutical,2,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,"Healthcare / Medical Services,Medical Devices,Internet Provider / E-commerce / Online Services",17.5
74164,Back-End Developer,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,2,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"Internet Provider / E-commerce / Online Services,Finance / Investment,IT / Software / Hardware",17.5
74204,کارشناس برنامه نویس PHP - آقا,فقط آقا,Tehran,Full Time,True,8.0,10.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,9.0
74219,کارشناس برنامه نویسPHP - آقا,فقط آقا,Tehran,Full Time,True,6.0,8.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,7.0
74226,برنامه نویس .NET,تفاوتی ندارد,Tehran,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,True,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,"Banking,IT / Software / Hardware,Manufacturing & Production",11.0
74377,برنامه نویس Back-End,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Engineering Services / Technical Services & Solutions,2,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"Medical Devices,IT / Software / Hardware,Engineering Services / Technical Services & Solutions",13.5
74764,برنامه نویس Front-End (React),تفاوتی ندارد,Tehran,Full Time Or Part Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Business Services / Consulting,1,False,True,False,True,Tehran,Tehran,,11 - 50 employees,,"Education / Research,Business Services / Consulting",11.0
74799,طراحی سایت,تفاوتی ندارد,Khoozestan,Full Time Or Part Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Medical Devices,1,False,False,False,True,Khoozestan,Ahvaz,Non - profit / NGO / Charity,201 - 500 employees,Iranian company dealing only with Iranian entities,Medical Devices,13.5
74800,مدرس برنامه نویسی,تفاوتی ندارد,Ghazvin,Part Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Education / Research,0,False,True,False,True,Ghazvin,Ghazvin,,11 - 50 employees,,"IT / Software / Hardware,Education / Research",13.5
74880,برنامه نویس ارشد Back-End (Java),تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,13.5
74966,طراح سایت (وردپرس),تفاوتی ندارد,Tehran,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,2,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing with Iranian and foreign customers,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services",11.0
74995,برنامه نویس ++C,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,True,False,False,True,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services,Manufacturing & Production",13.5
75045,برنامه نویس  ASP.NET Core,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,13.5
75255,برنامه نویس  ASP.NET Core,تفاوتی ندارد,Khorasan Razavi,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,1,True,False,False,,Khorasan Razavi,Mashhad,,11 - 50 employees,,Internet Provider / E-commerce / Online Services,11.0
75537,برنامه نویس ارشد Back-End (Laravel),تفاوتی ندارد,Tehran,Full Time,True,35.0,45.0,توسعه نرم افزار و برنامه نویسی,Pharmaceutical,0,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,"Healthcare / Medical Services,Medical Devices,Internet Provider / E-commerce / Online Services",40.0
75660,برنامه نویس ++C,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,13.5
75662,برنامه نویس و توسعه گر سیستم,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Engineering Services / Technical Services & Solutions,3,False,False,False,,Tehran,Tehran,,501 - 1000 employees,,"Engineering Services / Technical Services & Solutions,General Services / Contractor",17.5
75679,برنامه نویس بک اند - Senior Back-End Developer (.Net),تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,5,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,30.0
75685,برنامه نویس C++,تفاوتی ندارد,Gilan,Full Time,True,8.0,10.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,False,False,,Gilan,Rasht,Privately held,Less than 10 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,9.0
75895,Senior Back-End Developer (Node.js),تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Banking,6,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"Banking,Internet Provider / E-commerce / Online Services,IT / Software / Hardware",30.0
75896,Senior Frontend Developer (React/Flutter),تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Banking,4,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"Banking,Internet Provider / E-commerce / Online Services,IT / Software / Hardware",17.5
75944,برنامه نویس کامپیوتر,تفاوتی ندارد,Khorasan Razavi,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,1,False,False,False,,Khorasan Razavi,Mashhad,Privately held,51 - 200 employees,Iranian company dealing with Iranian and foreign customers,Manufacturing & Production,11.0
76173,(Senior Back-End Developer (Node.js,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Healthcare / Medical Services,3,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,Healthcare / Medical Services,17.5
76174,Elasticsearch Expert,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Healthcare / Medical Services,2,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,Healthcare / Medical Services,17.5
76178,Senior React Native Developer,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Healthcare / Medical Services,2,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,Healthcare / Medical Services,17.5
76187,کارشناس برنامه نویس Full-Stack تحت وب و ویندوز,ترجیحاً آقا,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Automotive,5,False,False,False,,Tehran,Tehran,Governmental,More than 5001 employees,Iranian company dealing only with Iranian entities,Automotive,13.5
76367,برنامه نویس BPMS,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,13.5
76422,برنامه نویس,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Trading / International Affairs,3,False,False,False,,Tehran,Tehran,Privately held,501 - 1000 employees,Iranian company dealing with Iranian and foreign customers,"Trading / International Affairs,Consumer Goods / FMCG",13.5
76469,کارشناس پایگاه داده (DBA),تفاوتی ندارد,Khorasan Razavi,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,False,False,,Khorasan Razavi,Mashhad,,51 - 200 employees,,"Internet Provider / E-commerce / Online Services,Transportation / Logistics",17.5
76472,برنامه نویس Back-End (PHP),تفاوتی ندارد,Khorasan Razavi,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,False,False,,Khorasan Razavi,Mashhad,,51 - 200 employees,,"Internet Provider / E-commerce / Online Services,Transportation / Logistics",17.5
76484,برنامه نویس ارشد Java,تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,30.0
76508,برنامه نویس ارشد  ASP.Net MVC Core,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,17.5
76686,کارشناس توسعه دهنده اوراکل (PL/SQL),تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Trading / International Affairs,2,True,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,"Trading / International Affairs,Manufacturing & Production",13.5
76876,برنامه نویس Back-End,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,2,False,False,False,,Tehran,Tehran,Privately held,501 - 1000 employees,Iranian company dealing with Iranian and foreign customers,Manufacturing & Production,13.5
76905,برنامه نویس (JavaScript) Front-End,تفاوتی ندارد,Tehran,Part Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Education / Research,1,False,False,False,,Tehran,Tehran,,Less than 10 employees,,Education / Research,11.0
76936,برنامه نویس Android,تفاوتی ندارد,Isfahan,Project - based,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,False,False,,Isfahan,Isfahan,,51 - 200 employees,,IT / Software / Hardware,30.0
76942,برنامه نویس وب,تفاوتی ندارد,Isfahan,Project - based,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,False,True,False,True,Isfahan,Isfahan,,51 - 200 employees,,IT / Software / Hardware,11.0
76944,برنامه نویس Front-End,ترجیحاً خانم,Isfahan,Project - based,True,8.0,10.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,0,False,False,True,True,Isfahan,Isfahan,,51 - 200 employees,,IT / Software / Hardware,9.0
76948,برنامه نویس یونیتی بازی سازی AR-VR,تفاوتی ندارد,Isfahan,Project - based,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,0,False,True,True,True,Isfahan,Isfahan,,51 - 200 employees,,IT / Software / Hardware,11.0
76968,توسعه دهنده Front-End,ترجیحاً خانم,Isfahan,Full Time,True,35.0,45.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,False,False,,Isfahan,Isfahan,,51 - 200 employees,,IT / Software / Hardware,40.0
76969,برنامه نویس Full-Stack,تفاوتی ندارد,Isfahan,Project - based,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,False,False,,Isfahan,Isfahan,,51 - 200 employees,,IT / Software / Hardware,22.5
77011,برنامه نویس asp.net mvc,تفاوتی ندارد,Azarbayjan Sharghi,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,5,False,False,False,,Azarbayjan Sharghi,Tabriz,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,13.5
77081,برنامه نویس سایت,تفاوتی ندارد,Ghazvin,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,2,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing with Iranian and foreign customers,Manufacturing & Production,13.5
77301,کارشناس توسعه نرم افزار- برنامه نویس,ترجیحاً خانم,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Engineering Services / Technical Services & Solutions,3,False,False,False,,Tehran,Tehran,,501 - 1000 employees,,"Engineering Services / Technical Services & Solutions,General Services / Contractor",17.5
77508,توسعه دهنده اندروید,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,3,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,Manufacturing & Production,13.5
77540,طراح و برنامه نویس نرم افزار Embedded,تفاوتی ندارد,Tehran,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,2,True,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing with Iranian and foreign customers,"IT / Software / Hardware,Manufacturing & Production,Engineering Services / Technical Services & Solutions",11.0
77560,برنامه نویس Full-Stack,تفاوتی ندارد,Tehran,Part Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Engineering Services / Technical Services & Solutions,3,False,False,False,True,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,Engineering Services / Technical Services & Solutions,30.0
77722,برنامه نویس وب (Net Core.),تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Technology and Innovation / VC / Accelerator,3,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services,Technology and Innovation / VC / Accelerator",17.5
77743,برنامه نویس وب (Back-End),تفاوتی ندارد,Hormozgan,Full Time Or Part Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,1,False,True,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"Internet Provider / E-commerce / Online Services,Marketing / Advertising,Business Services / Consulting",11.0
77746,برنامه نویس PHP,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Pharmaceutical,2,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,"Healthcare / Medical Services,Medical Devices,Internet Provider / E-commerce / Online Services",13.5
78008,Senior Back-End Developer (Laravel),تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,5,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,Internet Provider / E-commerce / Online Services,30.0
78028,برنامه نویس .NET,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Education / Research,2,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing with Iranian and foreign customers,"Education / Research,IT / Software / Hardware,Games and Entertainment",13.5
78055,برنامه نویس PHP,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,2,True,False,False,,Tehran,Tehran,,Less than 10 employees,,Internet Provider / E-commerce / Online Services,13.5
78091,برنامه نویس ارشد ASP.NET,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Engineering Services / Technical Services & Solutions,3,False,False,False,,Tehran,Tehran,Privately held,1001 - 5000 employees,Iranian company dealing only with Iranian entities,"Telecom,Manufacturing & Production,Engineering Services / Technical Services & Solutions",22.5
78148,برنامه نویس .NET,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,17.5
78224,Senior Python Developer,تفاوتی ندارد,Isfahan,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,4,True,True,False,,Isfahan,Isfahan,Privately held,Less than 10 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services",30.0
78268,کارشناس فنی نرم افزار,تفاوتی ندارد,Gilan,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,2,False,False,False,,Tehran,Tehran,Privately held,More than 5001 employees,Iranian company dealing with Iranian and foreign customers,"Consumer Goods / FMCG,Manufacturing & Production,Agriculture",11.0
78277,React Native Developer,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,22.5
78560,برنامه نویس MQL,تفاوتی ندارد,Isfahan,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,False,True,False,,Isfahan,Isfahan,,Less than 10 employees,,IT / Software / Hardware,17.5
78590,Full-Stack Developer / Sys Admin,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,17.5
78638,برنامه نویس C#.net,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Consumer Goods / FMCG,4,False,False,False,,Tehran,Tehran,Privately held,More than 5001 employees,Iranian company dealing with Iranian and foreign customers,"Consumer Goods / FMCG,Internet Provider / E-commerce / Online Services",17.5
78647,برنامه نویس PHP - خانم,فقط خانم,Golestan,Full Time,True,6.0,8.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,0,False,False,True,,Golestan,Gorgan,Privately held,Less than 10 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Marketing / Advertising",7.0
78649,برنامه نویس front-end - خانم,فقط خانم,Golestan,Full Time,True,6.0,8.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,0,False,False,True,,Golestan,Gorgan,Privately held,Less than 10 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Marketing / Advertising",7.0
78652,برنامه نویس Flutter - خانم,فقط خانم,Golestan,Full Time,True,8.0,10.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,0,False,False,True,,Golestan,Gorgan,Privately held,Less than 10 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Marketing / Advertising",9.0
78763,برنامه نویس mql,تفاوتی ندارد,Isfahan,Full Time Or Part Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Finance / Investment,1,False,True,False,True,Isfahan,Isfahan,,11 - 50 employees,,Finance / Investment,17.5
78917,Full Stack ASP .Net Core Developer,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Finance / Investment,3,False,False,False,,Tehran,Tehran,,11 - 50 employees,,"Finance / Investment,Engineering Services / Technical Services & Solutions,Construction / Building Materials & Equipment",13.5
78973,تحلیل گر نرم افزار,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Finance / Investment,3,True,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,Finance / Investment,13.5
79028,برنامه نویس Asp.net,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,True,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,13.5
79063,برنامه نویس Full-Stack,تفاوتی ندارد,Khorasan Razavi,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,False,False,,Khorasan Razavi,Mashhad,Privately held,Less than 10 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,17.5
79279,کارشناس نرم افزار,تفاوتی ندارد,Tehran,Full Time,True,8.0,10.0,توسعه نرم افزار و برنامه نویسی,Engineering Services / Technical Services & Solutions,1,False,False,False,,Tehran,Tehran,Privately held,501 - 1000 employees,Iranian company dealing only with Iranian entities,Engineering Services / Technical Services & Solutions,9.0
79672,طراح سایت (Wordpress),تفاوتی ندارد,Ardabil,Part Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,0,False,True,True,True,Tehran,Tehran,Privately held,Less than 10 employees,Iranian company dealing only with Iranian entities,Internet Provider / E-commerce / Online Services,11.0
79932,برنامه نویس Front-End (React),تفاوتی ندارد,Fars,Full Time,True,6.0,8.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,False,True,False,True,Fars,Shiraz,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"IT / Software / Hardware,Design / Arts,Internet Provider / E-commerce / Online Services",7.0
79943,برنامه نویس Back-End (Laravel),تفاوتی ندارد,Tehran,Full Time,True,35.0,45.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,4,True,False,False,,Tehran,Tehran,,Less than 10 employees,,IT / Software / Hardware,40.0
80224,کارآموز Front-End,تفاوتی ندارد,Tehran,Part Time,True,6.0,8.0,توسعه نرم افزار و برنامه نویسی,Engineering Services / Technical Services & Solutions,0,False,False,True,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"Engineering Services / Technical Services & Solutions,Internet Provider / E-commerce / Online Services",7.0
80313,اسکرام مستر (SCRUM MASTER),تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Oil & Gas / Petrochemical,2,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing with Iranian and foreign customers,"Manufacturing & Production,Oil & Gas / Petrochemical,Engineering Services / Technical Services & Solutions",13.5
80591,برنامه نویس Full-Stack,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Automotive,2,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,Automotive,17.5
80815,برنامه نویس Full-Stack,تفاوتی ندارد,Tehran,Full Time Or Part Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Transportation / Logistics,2,False,True,False,,Tehran,Tehran,,Less than 10 employees,,Transportation / Logistics,13.5
80893,برنامه نویس Net Core.,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,5,False,False,False,,Tehran,Tehran,Privately held,More than 5001 employees,Iranian company dealing with Iranian and foreign customers,"Internet Provider / E-commerce / Online Services,Technology and Innovation / VC / Accelerator,Consumer Electonics / Home Appliances",22.5
80958,Python Full Stack Developer,تفاوتی ندارد,Mazandaran,Full Time,True,8.0,10.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,1,False,False,False,,Mazandaran,Sari,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,Manufacturing & Production,9.0
81070,برنامه نویس Go Lang,تفاوتی ندارد,Tehran,Full Time Or Part Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,True,False,,Tehran,Tehran,Privately held,Less than 10 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,17.5
81188,کارشناس توسعه #C,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Oil & Gas / Petrochemical,1,False,False,False,,Alborz,Karaj,Privately held,1001 - 5000 employees,Iranian company dealing with Iranian and foreign customers,"Oil & Gas / Petrochemical,Energy / Power Plant",17.5
81377,برنامه نویس  ASP.NET Core,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,False,False,,Azarbayjan Sharghi,Tabriz,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,13.5
81631,Back-End Developer (.Net),تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,3,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,17.5
81672,برنامه نویس وب - آقا,فقط آقا,Isfahan,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,1,False,False,False,,Chaharmahal & Bakhtiari,Boroojen,Privately held,1001 - 5000 employees,Iranian company dealing with Iranian and foreign customers,Manufacturing & Production,17.5
81786,برنامه نویس .NET - آقا,فقط آقا,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,"IT / Software / Hardware,Trading / International Affairs",17.5
81814,iOS Developer,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,False,False,,Tehran,Tehran,,Less than 10 employees,,IT / Software / Hardware,13.5
81929,کارشناس کامپیوتر,ترجیحاً آقا,Tehran,Full Time,True,8.0,10.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,0,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing only with Iranian entities,"Engineering Services / Technical Services & Solutions,IT / Software / Hardware,Internet Provider / E-commerce / Online Services",9.0
82046,مدیر گروه توسعه نرم افزار,ترجیحاً آقا,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,10,True,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Design / Arts",22.5
